Product Name,Description,Faceveneer,Thickness (mm),Core Material,Glue,Weight/Board,Chemical Dipping,Film Face Color,Film Face GSM,Wire Mesh,Grade,Length (ft),Breadth (ft),Rate/SqFt
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,180,1,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,180,2,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,180,3,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,80,0,"Chequered, High Density, PF Grade",8,4,71
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,80,1,"Chequered, High Density, PF Grade",8,4,76
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,80,2,"Chequered, High Density, PF Grade",8,4,81
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,80,3,"Chequered, High Density, PF Grade",8,4,86
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,100,0,"Chequered, High Density, PF Grade",8,4,71
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,100,1,"Chequered, High Density, PF Grade",8,4,76
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,100,2,"Chequered, High Density, PF Grade",8,4,81
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,100,3,"Chequered, High Density, PF Grade",8,4,86
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,120,0,"Chequered, High Density, PF Grade",8,4,71
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,120,1,"Chequered, High Density, PF Grade",8,4,76
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,120,2,"Chequered, High Density, PF Grade",8,4,81
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,120,3,"Chequered, High Density, PF Grade",8,4,86
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,180,0,"Chequered, High Density, PF Grade",8,4,71
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,180,1,"Chequered, High Density, PF Grade",8,4,76
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,180,2,"Chequered, High Density, PF Grade",8,4,81
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Black,180,3,"Chequered, High Density, PF Grade",8,4,86
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,80,0,"Chequered, High Density, PF Grade",8,4,70
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,80,1,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,80,2,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,80,3,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,100,0,"Chequered, High Density, PF Grade",8,4,70
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,100,1,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,100,2,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,100,3,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,120,0,"Chequered, High Density, PF Grade",8,4,70
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,120,1,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,120,2,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,120,3,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,180,0,"Chequered, High Density, PF Grade",8,4,70
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,180,1,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,180,2,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Red,180,3,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,80,0,"Chequered, High Density, PF Grade",8,4,71
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,80,1,"Chequered, High Density, PF Grade",8,4,76
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,80,2,"Chequered, High Density, PF Grade",8,4,81
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,80,3,"Chequered, High Density, PF Grade",8,4,86
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,100,0,"Chequered, High Density, PF Grade",8,4,71
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,100,1,"Chequered, High Density, PF Grade",8,4,76
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,100,2,"Chequered, High Density, PF Grade",8,4,81
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,100,3,"Chequered, High Density, PF Grade",8,4,86
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,120,0,"Chequered, High Density, PF Grade",8,4,71
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,120,1,"Chequered, High Density, PF Grade",8,4,76
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,120,2,"Chequered, High Density, PF Grade",8,4,81
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,120,3,"Chequered, High Density, PF Grade",8,4,86
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,180,0,"Chequered, High Density, PF Grade",8,4,71
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,180,1,"Chequered, High Density, PF Grade",8,4,76
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,180,2,"Chequered, High Density, PF Grade",8,4,81
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),45,,Black,180,3,"Chequered, High Density, PF Grade",8,4,86
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,80,0,"Chequered, High Density, PF Grade",8,4,74
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,80,1,"Chequered, High Density, PF Grade",8,4,79
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,80,2,"Chequered, High Density, PF Grade",8,4,84
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,80,3,"Chequered, High Density, PF Grade",8,4,89
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,100,0,"Chequered, High Density, PF Grade",8,4,74
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,100,1,"Chequered, High Density, PF Grade",8,4,79
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,100,2,"Chequered, High Density, PF Grade",8,4,84
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,100,3,"Chequered, High Density, PF Grade",8,4,89
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,120,0,"Chequered, High Density, PF Grade",8,4,74
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,120,1,"Chequered, High Density, PF Grade",8,4,79
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,120,2,"Chequered, High Density, PF Grade",8,4,84
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,120,3,"Chequered, High Density, PF Grade",8,4,89
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,180,0,"Chequered, High Density, PF Grade",8,4,74
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,180,1,"Chequered, High Density, PF Grade",8,4,79
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,180,2,"Chequered, High Density, PF Grade",8,4,84
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Red,180,3,"Chequered, High Density, PF Grade",8,4,89
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,80,0,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,80,1,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,80,2,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,80,3,"Chequered, High Density, PF Grade",8,4,90
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,100,0,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,100,1,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,100,2,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,100,3,"Chequered, High Density, PF Grade",8,4,90
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,120,0,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,120,1,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,120,2,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,120,3,"Chequered, High Density, PF Grade",8,4,90
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,180,0,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,180,1,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,180,2,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Melamine Urea Formaldehyde (MUF),50,,Black,180,3,"Chequered, High Density, PF Grade",8,4,90
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,80,0,"Chequered, High Density, PF Grade",8,4,74
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,80,1,"Chequered, High Density, PF Grade",8,4,79
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,80,2,"Chequered, High Density, PF Grade",8,4,84
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,80,3,"Chequered, High Density, PF Grade",8,4,89
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,100,0,"Chequered, High Density, PF Grade",8,4,74
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,100,1,"Chequered, High Density, PF Grade",8,4,79
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,100,2,"Chequered, High Density, PF Grade",8,4,84
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,100,3,"Chequered, High Density, PF Grade",8,4,89
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,120,0,"Chequered, High Density, PF Grade",8,4,74
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,120,1,"Chequered, High Density, PF Grade",8,4,79
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,120,2,"Chequered, High Density, PF Grade",8,4,84
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,120,3,"Chequered, High Density, PF Grade",8,4,89
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,180,0,"Chequered, High Density, PF Grade",8,4,74
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,180,1,"Chequered, High Density, PF Grade",8,4,79
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,180,2,"Chequered, High Density, PF Grade",8,4,84
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Red,180,3,"Chequered, High Density, PF Grade",8,4,89
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,80,0,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,80,1,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,80,2,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,80,3,"Chequered, High Density, PF Grade",8,4,90
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,100,0,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,100,1,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,100,2,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,100,3,"Chequered, High Density, PF Grade",8,4,90
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,120,0,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,120,1,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,120,2,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,120,3,"Chequered, High Density, PF Grade",8,4,90
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,180,0,"Chequered, High Density, PF Grade",8,4,75
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,180,1,"Chequered, High Density, PF Grade",8,4,80
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,180,2,"Chequered, High Density, PF Grade",8,4,85
Chequered Plywood,"Chequered, High Density, PF Grade",,18,,Phenol Formaldehyde (PF),50,,Black,180,3,"Chequered, High Density, PF Grade",8,4,90
Container Flooring Plywood,"IS:4990/ISO 1499, Hardwood, BWP (Boiling Water Proof)",,28,,Melamine Urea Formaldehyde (MUF),65,,,,,"IS:4990/ISO 1499, Hardwood, BWP (Boiling Water Proof)",8,4,90
Container Flooring Plywood,"IS:4990/ISO 1499, Hardwood, BWP (Boiling Water Proof)",,28,,Phenol Formaldehyde (PF),65,,,,,"IS:4990/ISO 1499, Hardwood, BWP (Boiling Water Proof)",8,4,90
Particle Board,Laminated,,18,,,,,,,,Laminated,8,4,31.5
Particle Board,Laminated,,9,,,,,,,,Laminated,8,4,28.5
Particle Board,Mother Board,,18,,,,,,,,Mother Board,8,4,23.5
Particle Board,Mother Board,,9,,,,,,,,Mother Board,8,4,20.5
